f30,f31,f115,f118,f139,f213,f231,f285,f332,f354,y
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,0.0,0.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,0.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.1428571428571428,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.5,1.0,0.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,0.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.2857142857142857,1.0,0.0,0.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.32,0.0,1.0,0.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.1428571428571428,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,1,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,0.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,0.0,0.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,0.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.1666666666666666,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,0.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,0.0,0.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,1,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,0
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,1,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.125,1.0,1.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,1.0,1.0,0.0,1.0,0,1
191.6532857529029,115.75153395391963,0.4148936170212766,8.5,0.8001582663744826,0.631578947368421,1.0,1.0,1.0,0,1
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,0.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,0.0,1.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,0.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,0.3333333333333333,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,0.9370860927152318,0.0,0.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,0.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,0.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,0.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,0.0,0.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,0.8888888888888888,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,0.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,0.0,1.0,1,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
18.002111749371018,1.2183785945343533,1.6582278481012658,1.6274509803921569,5.709677419354839,1.0,1.0,1.0,1.0,0,0
